country,layer,source_survey,table_id,indicator,response_option,base_type,sample_n,value,unit,comparability,note
미국,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),반려동물과의 동반 여행 불편,방문 비의향자(하위집합),155.0,2.0674256092177137,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
미국,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 과거 한국 방문 경험 (#A2. 한국 경험자 한정),방문 비의향자(하위집합),155.0,0.5275373738850737,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 언어소통,방문 비의향자(하위집합),21.0,40.594168582386956,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한류(한국 문화 콘텐츠) 문화 관련 관심 부재,방문 비의향자(하위집합),21.0,18.68434931402712,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),여행목적지로서 낮은 한국 인지도,방문 비의향자(하위집합),21.0,18.294638755531675,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 한국 관련 이미지,방문 비의향자(하위집합),21.0,35.49631876220616,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),적당하지 않은 여행경비 및 물가,방문 비의향자(하위집합),21.0,18.787955332616317,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먼 이동거리(장거리 비행 필요),방문 비의향자(하위집합),21.0,16.091034312878588,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불안한 신변(치안, 방역 등)",방문 비의향자(하위집합),21.0,24.048992194714337,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"내가 원하는 한국 여행 상품이 없어서/부족해서(일정, 가격, 구성 등)",방문 비의향자(하위집합),21.0,19.645410924072007,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 문화/역사 유적지 부족,방문 비의향자(하위집합),21.0,5.069977426495862,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먹을거리 부족,방문 비의향자(하위집합),21.0,14.214048306332753,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한국여행 관련 항공권 및 여행상품 특가/프로모션 부족,방문 비의향자(하위집합),21.0,5.067669697969727,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 비자 발급 및 출입국 절차(K-ETA 등),방문 비의향자(하위집합),21.0,16.37547930593204,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 자연경관 부족,방문 비의향자(하위집합),21.0,5.028309420865554,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),고유한 전통문화 체험 어려움,방문 비의향자(하위집합),21.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"여행하기에 적합하지 않은 날씨/기후, 계절",방문 비의향자(하위집합),21.0,9.620711567079388,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),다양하지 않은 항공 노선(직항 부족 등),방문 비의향자(하위집합),21.0,19.56967729916774,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),노약자/장애인/아이 등과의 동반 또는 단독 여행 불편,방문 비의향자(하위집합),21.0,9.654624328674627,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불편한 종교 환경(음식, 기도실 등)",방문 비의향자(하위집합),21.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),기타,방문 비의향자(하위집합),21.0,5.069977426495862,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),반려동물과의 동반 여행 불편,방문 비의향자(하위집합),21.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
필리핀,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 과거 한국 방문 경험 (#A2. 한국 경험자 한정),방문 비의향자(하위집합),21.0,4.452344200573145,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 언어소통,방문 비의향자(하위집합),9.0,33.44498539100699,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한류(한국 문화 콘텐츠) 문화 관련 관심 부재,방문 비의향자(하위집합),9.0,33.14103684182981,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),여행목적지로서 낮은 한국 인지도,방문 비의향자(하위집합),9.0,22.452160289160744,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 한국 관련 이미지,방문 비의향자(하위집합),9.0,11.172352730567535,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),적당하지 않은 여행경비 및 물가,방문 비의향자(하위집합),9.0,22.60740514189142,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먼 이동거리(장거리 비행 필요),방문 비의향자(하위집합),9.0,34.195771096572585,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불안한 신변(치안, 방역 등)",방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"내가 원하는 한국 여행 상품이 없어서/부족해서(일정, 가격, 구성 등)",방문 비의향자(하위집합),9.0,10.276900574445005,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 문화/역사 유적지 부족,방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먹을거리 부족,방문 비의향자(하위집합),9.0,32.62160603558007,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한국여행 관련 항공권 및 여행상품 특가/프로모션 부족,방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 비자 발급 및 출입국 절차(K-ETA 등),방문 비의향자(하위집합),9.0,44.69743405019359,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 자연경관 부족,방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),고유한 전통문화 체험 어려움,방문 비의향자(하위집합),9.0,11.40115235563312,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"여행하기에 적합하지 않은 날씨/기후, 계절",방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),다양하지 않은 항공 노선(직항 부족 등),방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),노약자/장애인/아이 등과의 동반 또는 단독 여행 불편,방문 비의향자(하위집합),9.0,10.276900574445005,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불편한 종교 환경(음식, 기도실 등)",방문 비의향자(하위집합),9.0,10.909990207407878,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),기타,방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),반려동물과의 동반 여행 불편,방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
베트남,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 과거 한국 방문 경험 (#A2. 한국 경험자 한정),방문 비의향자(하위집합),9.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 언어소통,방문 비의향자(하위집합),47.0,41.620014242521364,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한류(한국 문화 콘텐츠) 문화 관련 관심 부재,방문 비의향자(하위집합),47.0,21.642948042152955,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),여행목적지로서 낮은 한국 인지도,방문 비의향자(하위집합),47.0,8.561577122388842,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),부정적인 한국 관련 이미지,방문 비의향자(하위집합),47.0,10.277248193478092,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),적당하지 않은 여행경비 및 물가,방문 비의향자(하위집합),47.0,20.97095422949711,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먼 이동거리(장거리 비행 필요),방문 비의향자(하위집합),47.0,14.777940798113168,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불안한 신변(치안, 방역 등)",방문 비의향자(하위집합),47.0,3.406549915777709,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"내가 원하는 한국 여행 상품이 없어서/부족해서(일정, 가격, 구성 등)",방문 비의향자(하위집합),47.0,13.078975454318437,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 문화/역사 유적지 부족,방문 비의향자(하위집합),47.0,8.537105275605546,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),먹을거리 부족,방문 비의향자(하위집합),47.0,15.37787572674129,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),한국여행 관련 항공권 및 여행상품 특가/프로모션 부족,방문 비의향자(하위집합),47.0,21.010309994635662,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),불편한 비자 발급 및 출입국 절차(K-ETA 등),방문 비의향자(하위집합),47.0,3.4059662804380357,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),매력적인 자연경관 부족,방문 비의향자(하위집합),47.0,6.882229545198337,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),고유한 전통문화 체험 어려움,방문 비의향자(하위집합),47.0,10.279324932631951,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"여행하기에 적합하지 않은 날씨/기후, 계절",방문 비의향자(하위집합),47.0,16.46104289778325,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),다양하지 않은 항공 노선(직항 부족 등),방문 비의향자(하위집합),47.0,1.6988118594861021,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),노약자/장애인/아이 등과의 동반 또는 단독 여행 불편,방문 비의향자(하위집합),47.0,6.849850526001521,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),"불편한 종교 환경(음식, 기도실 등)",방문 비의향자(하위집합),47.0,0.0,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),기타,방문 비의향자(하위집합),47.0,16.97170774994857,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
싱가포르,Layer4_Conversion_Barrier,잠재방한객_일반외국인,B13-1A,한국 방문 비의향 이유(1+2+3순위),반려동물과의 동반 여행 불편,방문 비의향자(하위집합),47.0,1.715313778319802,%,conditional,방문 비의향자만 대상이라 국가별 표본이 작을 수 있음(예: 일본 165명). 한류실태조사에 대응 지표 없음(방한_장벽 NOT_FOUND). | 원본 BASE 라벨: BASE:B5. 1) 한국 ①~②
