table_id,content_category,raw_item,canonical_item,count
1-17,예능,온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,5
1-17,예능,패센분티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,5
1-17,예능,패션부티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,예능,흙 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,4
1-17,예능,능 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,4
1-17,예능,자막 그픽 합성 회면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,4
1-17,예능,감동적이거나  헬림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,4
1-17,예능,복 온리인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,예능,한국 생활문화지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,4
1-17,예능,감동적이거나 헬립되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,4
1-17,예능,패션볶티 등 한국 최신 트랜드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,재미있는 게임 및 소재률 사용해서,재미있는 게임 및 소재름 사용해서,2
1-17,예능,복 감동적이거나 힘림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,수 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,예 감동적이거나 힘림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,총 자막 그픽 합성 회면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,2
1-17,예능,예 패션볶티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,패센분티 등 한국 최신 트렌드틀 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,둘 재미있는 게임 및 소재록 사용해서,재미있는 게임 및 소재름 사용해서,2
1-17,예능,복 감동적이거나 혈림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,예 패센뷰티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,재미있는  게임 및 소재클 사용해서,재미있는 게임 및 소재름 사용해서,2
1-17,예능,유 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,프로그램 큰센트 및 포맺이 좋아서,프로그램 큰센트 및 포패이 좋아서,2
1-17,예능,숲 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,복 패션부티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,자막   그래픽 합성   화면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,2
1-17,예능,흙 감동적이거나 헬림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,슈 관동적일 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,예 기타 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,숲 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,둘 자막 그래픽 합성 회면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,2
1-17,예능,예 패센부티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,패센볶티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,자막 그래픽 합성  화면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,2
1-17,예능,복 감동적이거나 '힘림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,둘 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,예 출연진의 캐릭터 및 역할 등이 개성 있어서,출연진의 캐릭터 및 역할 등이 개성 있어서,2
1-17,예능,흙 출연진들 간의 팀위크가 동보여서,출연진들 간의 팀위크가 몸보여서,2
1-17,예능,패센분티 등 한국 최신 트랜드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,프로그램 큰썹트 및 포패이 좋아서,프로그램 큰센트 및 포패이 좋아서,2
1-17,예능,둘 감동적이거나 힘립되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,감동적이거나  힘림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,예 패센분티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,온라인모바일 플쨌품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,수 프로그램 큰센트 및 포패이 좋아서,프로그램 큰센트 및 포패이 좋아서,2
1-17,예능,패센볶티 등 한국 최신 트랜드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,예능,재미있는 게임 및 소재클 사용해서,재미있는 게임 및 소재름 사용해서,2
1-17,예능,예 출연진들 간의 팀위크가 몸보여서,출연진들 간의 팀위크가 몸보여서,2
1-17,예능,출 프로그램 큰센트 및 포패이 좋아서,프로그램 큰센트 및 포패이 좋아서,2
1-17,예능,감동적이거나 힘립되논 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,2
1-17,예능,예 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,흙 온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,복 출연진들 간의 팀위크가 동보여서,출연진들 간의 팀위크가 몸보여서,2
1-17,예능,숲 한국 생활문회지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,예능,흙 재미있는 게임 및 소재록 사용해서,재미있는 게임 및 소재름 사용해서,2
1-17,예능,순 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,예능,위 자막 그래픽 합성  화면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,2
1-17,예능,복 선호하는 스타가 MC 및 출연진으로 등장해서,선호하는 스타가 MC 및 출연진으로 등장해서,2
1-17,예능,옛 기타,기타,2
1-17,예능,예 능 기타 출연진들 간의 팀위크가 돌보여서 자막 그래픽 합성  회면구성 등 편집이 재미있어서,자막 그래픽 합성  회면구성 등 편집이 재미있어서,1
1-17,예능,온라인모바일 플랍품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,1
1-17,예능,복 자막; ' 그픽 합성 화면구성 등 편집이 재미있어서,(중복) 자막  그래픽  합성   화면구성 등 편집이 재미있어서,1
1-17,예능,예 프로그램 큰심트 및 포맺이 좋아서 감동적이거나 힘림되는 스토리가 있어서,감동적이거나 힘림되는 스토리가 있어서,1
1-17,예능,둘 프로그램 큰심트 및 포맺이 좋아서,출 프로그램 큰심트 및 포매이 좋아서,1
1-17,예능,감동적이거나 헬림되는 스토리가 _있어선,감동적이거나 힘림되는 스토리가 있어서,1
1-17,예능,예,Q,1
1-17,예능,패센부티 등 한국 최신 트랜드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,1
1-17,예능,능 프로그램 큰센트 및 포패이 좋아서,프로그램 큰센트 및 포패이 좋아서,1
1-17,예능,프로그램 큰.트 및 포맺이 좋아서,프로그램 큰센트 및 포패이 좋아서,1
1-17,예능,능 프로그램 큰센트 및 포매이 좋아서,프로그램 큰센트 및 포패이 좋아서,1
1-17,예능,수 프로그램 큰심트 및 포맺이 좋아서,출 프로그램 큰심트 및 포매이 좋아서,1
1-17,예능,흙 프로그램 큰센트 및 포패이 좋아서,프로그램 큰센트 및 포패이 좋아서,1
1-17,웹툰,다양한  소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,19
1-17,웹툰,캐릭터의 성계역할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,15
1-17,웹툰,웬 기타,월 기타,14
1-17,웹툰,한국 생활문회름 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,13
1-17,웹툰,스토리가 짜임새 잇고 탄단해서,스토리가 짜임새 있고 단단해서,12
1-17,웹툰,스토리가 짜임새 잇고 단단해서,스토리가 짜임새 있고 단단해서,10
1-17,웹툰,캐릭터의 성격 역할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,10
1-17,웹툰,한국 생활문회지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,10
1-17,웹툰,월 이용료 부과 체계가 합리적이어서,이용료 부과 체계가 합리적이어서,8
1-17,웹툰,인기 있는 한류 권렌츠의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,8
1-17,웹툰,인기 있는 한류 굳렌의의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,7
1-17,웹툰,"인기 있는 한류 ,렌즈의 원작인 경우가 많아서",인기 있는 한류 권렌즈의 원직인 경우가 많아서,6
1-17,웹툰,둘 그림 묘사가 사실적이고 섬세해서,그림 묘사가 사실적이고 섬세해서,6
1-17,웹툰,스토리가 찌임새 있고 탄단해서,스토리가 짜임새 있고 단단해서,6
1-17,웹툰,둘 사용자 환경이 편리해서,사용자 환경이 편리해서,5
1-17,웹툰,인기 있는 한류 존렌츠의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,4
1-17,웹툰,위 사용자 환경이 편리해서,사용자 환경이 편리해서,4
1-17,웹툰,기타,월 기타,4
1-17,웹툰,"인기 있는 한류 ,렌즈의 원직인 경우가 많아서",인기 있는 한류 권렌즈의 원직인 경우가 많아서,4
1-17,웹툰,위 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,웹툰,한국 생활문화름 간접 경험하거나 이해활 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,4
1-17,웹툰,웬 이용료 부과 체계가 합리적이어서,이용료 부과 체계가 합리적이어서,4
1-17,웹툰,캐릭터의 성계없할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,4
1-17,웹툰,인기 있는 한류 권렌즈의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,4
1-17,웹툰,둘 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,웹툰,순 스토리 전개와 장면 전환이 빨라서,스토리 전개와 장면 전환이 빨라서,3
1-17,웹툰,순 스토리가 짜임새 있고 단단해서,스토리가 짜임새 있고 단단해서,3
1-17,웹툰,슈 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,3
1-17,웹툰,온라입모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,3
1-17,웹툰,흙 사용자 환경이 편리해서,사용자 환경이 편리해서,3
1-17,웹툰,캐릭터의 성계억할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,2
1-17,웹툰,스토리가 짜임새 있고 탄단해서,스토리가 짜임새 있고 단단해서,2
1-17,웹툰,복 자국의 문화 코문와 잘 맞아서,자국의 문화 코드와 잘 맞아서,2
1-17,웹툰,온라인모바일 플라품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,웹툰,수 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,웹툰,"위 인기 있는 한류 ,렌즈의 원작인 경우가 많아서",인기 있는 한류 권렌즈의 원직인 경우가 많아서,2
1-17,웹툰,유 온라인모바을 플렉품을 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,웹툰,월 자국의 문화 코드와 잘 맞아서,자국의 문화 코드와 잘 맞아서,2
1-17,웹툰,톤 다양한 소재 또는 장르름 다양서,다양한 소재 또는 장르름 다리서,2
1-17,웹툰,인기 있는 한류 센렌즈의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,2
1-17,웹툰,인기 있는 한류 혼렌츠의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,2
1-17,웹툰,한국 생활문화지 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,웹툰,인기 있는 한류 뉘렌의의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,2
1-17,웹툰,복 자국의 문화 코드와 잘 맞아서,자국의 문화 코드와 잘 맞아서,2
1-17,웹툰,톤 다양한 소재 또는 장르름 다리서,다양한 소재 또는 장르름 다리서,2
1-17,웹툰,복 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,웹툰,순 자국의 문화 코드와 잘 맞아서,자국의 문화 코드와 잘 맞아서,2
1-17,웹툰,위 그림 묘사가 사실적이고 섬세해서,그림 묘사가 사실적이고 섬세해서,2
1-17,웹툰,다양한 소재 또는 장르틀 다팅서,다양한 소재 또는 장르름 다리서,2
1-17,웹툰,수 스토리가 짜임새 있고 단단해서,스토리가 짜임새 있고 단단해서,2
1-17,웹툰,순 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,웹툰,복 한국 생활문회v 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,웹툰,톤 기타,월 기타,2
1-17,웹툰,인기 있는 한류 근렌즈의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,2
1-17,웹툰,수 그림 묘사가 사실적이고 섬세해서,그림 묘사가 사실적이고 섬세해서,2
1-17,웹툰,복= 스토리 전개와 장면 전환이 빨라서,스토리 전개와 장면 전환이 빨라서,2
1-17,웹툰,둘 한국 생활문회틀 간접 경험하거나 이해할 수 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,2
1-17,웹툰,슈 (검색 폐이지 넘김 글 쓰기 결제 편리성 등,흙 (검색 폐이지 넘김 대글 쓰기 결제 편리성 등,1
1-17,웹툰,인기 있는 한류 굳렌츠의 원작인 경우가 많아서,인기 있는 한류 권렌즈의 원직인 경우가 많아서,1
1-17,웹툰,위 캐릭터의 성격 역할이 마음에 들어서,캐릭터의 성격역할이 마음에 들어서,1
1-17,웹툰,한국 생활문회지 간접 경험하거나 이해할 있어서,한국 생활문회틀 간접 경험하거나 이해할 수 있어서,1
1-17,음식,수 주변 사람들 사이에 평판이 좋아서,주변 사람들 사이에 평판이 좋아서,18
1-17,음식,건강에 좋은 식재료나 조리법올 사용해서,건강에 중은 식재료나 조리법올 사용해서,10
1-17,음식,좋아하는 인플루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,8
1-17,음식,좋아하는  한류스타가 광괴홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,8
1-17,음식,영화 드라미어서 빛볕 한식-식문회름 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,7
1-17,음식,좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,6
1-17,음식,음 기타,욕 기타,6
1-17,음식,둘 좋아하는 인플루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,5
1-17,음식,슈 좋아하는 한류스타가 광괴홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,4
1-17,음식,둘 좋아하는 한류스타가 광괴홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,4
1-17,음식,영화 드리미어서 빛볕 한식식문회틀 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,4
1-17,음식,슈 주변 사람들 사이에 평판이 좋아서,주변 사람들 사이에 평판이 좋아서,4
1-17,음식,물 좋아하는 한류스타가 광고홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,4
1-17,음식,흙 주변 사람들 사이에 평판이 좋아서,주변 사람들 사이에 평판이 좋아서,4
1-17,음식,영화 드리미어서 빛볕 한식-식문회지 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,4
1-17,음식,종이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,3
1-17,음식,; 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,3
1-17,음식,영화 드리미어서 빛년 한식식문회름 경험활 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,2
1-17,음식,영화 드리미어서 빛볕 한식스문회름 경험활 수 있어서,영화 드미어서 빛볕 한식식문회름 경험활 수 있어서,2
1-17,음식,영화 드미어서 빛년 한식식문회름 경험활 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,2
1-17,음식,출 건강에 좋은 식재료나 조리법올 사용해서,건강에 중은 식재료나 조리법올 사용해서,2
1-17,음식,욕 가격이 적당해서,가격이 적당해서,2
1-17,음식,; 주변 사람들 사이에 평판이 좋아서,주변 사람들 사이에 평판이 좋아서,2
1-17,음식,둘 좋아하는 인플루언서가 지주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,둘 종이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,좋이하는 인필루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,영화 드리미어서 빛볕 한식식문회틀 경험활 수 있어서,영화 드미어서 빛볕 한식식문회름 경험활 수 있어서,2
1-17,음식,출 종이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,복 주변 주변 사람들 사이에 평판이 좋아서,주변 사람들 사이에 평판이 좋아서,2
1-17,음식,영화 드라마에서 횟던 한식 식문화루 경험할 수 있어서,영화  드라마에서 불던 한식 식문화틀 경험할 수 있어서,2
1-17,음식,영화 드라미어서 뒷볕 한식-식문회름 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,2
1-17,음식,영화 드리미어서 빛년 한식식문회름 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,2
1-17,음식,; 좋아하는 한류스타가 광괴홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,2
1-17,음식,좋아하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,좋아하는 인풀언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,가격이 적당해서 좋아하는 인플루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,영화 드라마에서 빛던 한식 식문화틀 경험할 수 있어서,영화  드라마에서 불던 한식 식문화틀 경험할 수 있어서,2
1-17,음식,슈 종이하는 인풀루언서가 자주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,출 가격이 적당해서,가격이 적당해서,2
1-17,음식,좋이하는 인풀루언서가 자주 먹기나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,2
1-17,음식,욕 좋아하는 한류스타가 광괴홍보하기 때문에,좋아하는 한류스타가 광괴홍보하기 때문에,2
1-17,음식,영화 드리미어서 빛볕 한식-식문회틀 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,2
1-17,음식,수 가격이 적당해서,가격이 적당해서,2
1-17,음식,영화 드리마어서 빛볕 한식식문회름 경험할 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,1
1-17,음식,좋이하는 인풀루언서가 지주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,1
1-17,음식,영화 드리미어서 빛년 한식-식문회틀 경험활 수 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,1
1-17,음식,영화 드리미어서 빛볕 한식-식문회름 경험할 있어서,영화 드리미어서 빛년 한식-식문회름 경험할 수 있어서,1
1-17,음식,종이하는 인풀루언서가 지주 먹거나 노출하기 때문에,둘 좋이하는 인풀루언서가 자주 먹거나 노출하기 때문에,1
1-17,음악,K-pop 가쉬그룹의 퍼포언스가 뛰어나서,K-pop 가쉬그룹의 퍼포먼스가 뛰어나서,15
1-17,음악,다국적 댐버로 구성되어 있어서,다국적 메버로 구성되어 있어서,14
1-17,음악,다국적 믿버로 구성되어 있어서,다국적 메버로 구성되어 있어서,13
1-17,음악,세계관스토리텔랑이 좋아서,세계관 스토리텔랗이 좋아서,12
1-17,음악,세계관 스토리텔랑이 좋아서,세계관 스토리텔랗이 좋아서,10
1-17,음악,다양한 문화인종 성소수자   가치 등틀 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,8
1-17,음악,패센부티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,8
1-17,음악,패센분티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,8
1-17,음악,복 세계관 스토리텔랗이 좋아서,세계관 스토리텔랗이 좋아서,8
1-17,음악,다국적 맵버로 구성되어 있어서,다국적 메버로 구성되어 있어서,8
1-17,음악,가사가 전달하는  뜻의미)이 좋아서,가사가 전달하는 뜻의미)이 좋아서,7
1-17,음악,슈 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,7
1-17,음악,K-pop 가쉬그룹의 퍼포스가 뛰어나서,K-pop 가쉬그룹의 퍼포먼스가 뛰어나서,6
1-17,음악,음악 자체가 좋아세-준이 있어서,음악 자체가 좋아세수준이 있어서,6
1-17,음악,중 가사가 전달하는 뜻의미)이 좋아서,가사가 전달하는 뜻의미)이 좋아서,6
1-17,음악,음 기타,기타,6
1-17,음악,K-pop 가쉬그룹의 퍼포러스가 뛰어나서,K-pop 가쉬그룹의 퍼포먼스가 뛰어나서,6
1-17,음악,가사가 전달하는 뛰의미이 좋아서,가사가 전달하는 뜻의미)이 좋아서,6
1-17,음악,K-pop 가쉬그룹의 퍼포만스가 뛰어나서,K-pop 가쉬그룹의 퍼포먼스가 뛰어나서,4
1-17,음악,패센분티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,음악,흙 가사가 전달하는 뜻의미)이 좋아서,가사가 전달하는 뜻의미)이 좋아서,4
1-17,음악,육 기타,기타,4
1-17,음악,복 다양한 문화인종 성소수자  가치 등률 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,4
1-17,음악,위 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,음악,K-pop 가쉬그룹의 퍼포민스가 뛰어나서,K-pop 가쉬그룹의 퍼포먼스가 뛰어나서,4
1-17,음악,온라인모바일 플품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,4
1-17,음악,흙 가쉬그룹과 팬 사이에 유감이 좋아서,가쉬그룹과 팬 사이에 유대감이 좋아서,4
1-17,음악,패센볶티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,4
1-17,음악,중 가사가 전달하는 뛰의미이 좋아서,슈 가사가 전달하는 뛰의미이 좋아서,4
1-17,음악,디양한 문화인종  성소수자  가치 등률 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,4
1-17,음악,올 기타,기타,4
1-17,음악,중 다양한 문화인종  성소수자  가치 등름 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,4
1-17,음악,온라인모바일 플쨌품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,3
1-17,음악,흙 가쉬그룹과 팬 사이에 유대감이 좋아서,가쉬그룹과 팬 사이에 유대감이 좋아서,3
1-17,음악,슈 가쉬그룹과 팬 사이에 유대감이 좋아서,가쉬그룹과 팬 사이에 유대감이 좋아서,3
1-17,음악,패션부티 등 한국 최신 트럭드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,3
1-17,음악,다양한 문화인종 성소수자   가치 등지 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,3
1-17,음악,다양한 문화인종 성소수자 가치 등틀 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,3
1-17,음악,흙 디양한 문화인종  성소수자  가치 등률 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,2
1-17,음악,복 온라라동바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,음악,세계관스토리텔령이 좋아서,세계관 스토리텔랗이 좋아서,2
1-17,음악,슈 세계관스토리텔랗이 좋아서,세계관 스토리텔랗이 좋아서,2
1-17,음악,복 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,음악,악 음악 자체가 좋아세수준이 있어서,음악 자체가 좋아세수준이 있어서,2
1-17,음악,순 온라인모바일 플렉품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,음악,위 패센분티 등 한국 최신 트렌드록 볼 수 있어서,패센부티 등 한국 최신 트렌드록 볼 수 있어서,2
1-17,음악,중 다양한 문화인종 성소수자 가치 등틀 잘 반영해서,다양한 문화인종 성소수자  가치 등틀 잘 반영해서,2
1-17,음악,복 가사가 전달하는 뜻의미이 좋아서,가사가 전달하는 뜻의미)이 좋아서,2
1-17,음악,음 다국적 메버로 구성되어 있어서,다국적 메버로 구성되어 있어서,2
1-17,음악,수 가사가 전달하는 뜻의미)이 좋아서,가사가 전달하는 뜻의미)이 좋아서,2
1-17,음악,복 다국적 메버로 구성되어 있어서,다국적 메버로 구성되어 있어서,2
1-17,음악,수 가수무춧과 팬 사이에 유대감이 좋아서,가쉬그룹과 팬 사이에 유대감이 좋아서,2
1-17,음악,온라인모바일 플랍품올 통해 접할 수 있어서,온라인모바일 플렉품올 통해 접할 수 있어서,2
1-17,음악,수 K-pop 가쉬그룹의 인간적인 매력이 좋아서,K-pop 가쉬그룹의 인간적인 매력이 좋아서,2
